session_id,device_type,mouse_movement,touch_events,keyboard_events,click_events,scroll_events,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,device_motion,geolocation_city,ip_cluster,anomaly_score,label
session_835,PC,9,2,8,8,13,186,1366x768,Edge,en-US,10,none,1.38,Delhi,ClusterB,0.27,0
session_836,Mobile,4,4,6,2,6,62,1366x768,Safari,en-US,-4,none,0.87,Chennai,ClusterC,0.302,0
session_837,PC,7,3,11,1,14,49,414x896,Safari,fr-FR,14,landscape,1.77,Bangalore,ClusterC,0.358,0
session_838,PC,4,4,8,7,15,25,1920x1080,Safari,fr-FR,1,landscape,0.39,Mumbai,ClusterA,0.534,0
session_839,Mobile,1,0,8,8,15,7,360x640,Chrome,en-GB,-10,landscape,0.62,Mumbai,ClusterC,0.305,0
session_840,PC,4,6,6,5,10,84,1440x900,Firefox,hi-IN,7,none,1.64,Mumbai,ClusterC,0.468,0
session_841,Mobile,3,3,8,5,1,24,1440x900,Chrome,fr-FR,8,portrait,0.34,Mumbai,ClusterB,0.201,0
session_842,PC,5,3,5,5,18,56,1920x1080,Safari,en-US,1,portrait,1.2,Delhi,ClusterA,0.049,0
session_843,Mobile,3,3,9,7,9,29,360x640,Chrome,en-US,12,none,1.04,Kolkata,ClusterA,0.814,0
session_844,PC,5,3,4,1,7,119,414x896,Safari,hi-IN,-8,none,0.17,Delhi,ClusterB,0.165,0
session_845,Mobile,4,2,8,9,0,55,1920x1080,Chrome,en-US,11,portrait,1.37,Chennai,ClusterC,0.94,1
session_846,Mobile,4,4,4,7,14,43,414x896,Chrome,en-GB,14,portrait,0.61,Mumbai,ClusterA,0.379,0
session_847,PC,9,2,8,9,10,115,1920x1080,Safari,fr-FR,8,none,1.7,Chennai,ClusterC,0.187,0
session_848,Mobile,4,0,6,6,19,238,414x896,Edge,en-GB,-3,portrait,1.4,Chennai,ClusterC,0.047,0
session_849,PC,6,2,3,2,16,191,1920x1080,Edge,fr-FR,-4,none,1.08,Unknown,ClusterB,0.159,0
session_850,PC,6,3,6,4,14,2,1366x768,Firefox,en-GB,-10,portrait,0.9,Unknown,ClusterA,0.471,0
session_851,PC,7,1,9,3,18,21,360x640,Firefox,fr-FR,12,landscape,1.57,Chennai,ClusterA,0.467,0
session_852,Mobile,2,6,10,4,17,0,1920x1080,Edge,hi-IN,-10,none,1.25,Delhi,ClusterC,0.489,0
session_853,Mobile,2,2,7,3,17,190,414x896,Firefox,en-GB,-2,none,0.75,Chennai,ClusterC,0.289,0
session_854,PC,10,3,8,4,6,76,1920x1080,Firefox,fr-FR,2,none,0.66,Mumbai,ClusterC,0.285,0
session_855,PC,5,4,14,9,16,19,1440x900,Edge,hi-IN,4,none,0.81,Unknown,ClusterC,0.51,0
session_856,Mobile,3,2,8,6,6,94,1366x768,Firefox,en-GB,-8,landscape,0.87,Mumbai,ClusterC,0.271,0
session_857,Mobile,5,5,8,9,4,23,1440x900,Chrome,fr-FR,10,none,0.79,Bangalore,ClusterC,0.086,0
session_858,Mobile,4,2,9,7,9,193,360x640,Firefox,en-US,3,none,0.87,Chennai,ClusterC,0.112,0
session_859,PC,5,2,11,2,11,35,1920x1080,Edge,hi-IN,7,landscape,1.04,Unknown,ClusterB,0.405,0
session_860,Mobile,6,4,10,2,18,0,414x896,Edge,en-GB,4,portrait,1.17,Kolkata,ClusterC,0.223,0
session_861,PC,5,2,6,8,10,15,1440x900,Firefox,en-US,12,none,1.45,Mumbai,ClusterB,0.511,0
session_862,PC,3,2,6,9,2,31,414x896,Chrome,en-GB,1,none,0.9,Bangalore,ClusterC,0.331,0
session_863,PC,8,0,7,1,2,169,360x640,Safari,fr-FR,4,landscape,0.49,Unknown,ClusterA,0.635,0
session_864,PC,5,3,3,2,10,17,414x896,Safari,fr-FR,-3,none,0.46,Mumbai,ClusterA,0.3,0
session_865,PC,3,1,5,7,8,5,1366x768,Edge,en-GB,-11,portrait,1.17,Delhi,ClusterC,0.055,0
session_866,Mobile,6,0,4,3,11,42,414x896,Edge,fr-FR,7,landscape,1.32,Bangalore,ClusterA,0.071,0
session_867,PC,2,3,7,6,15,24,1920x1080,Chrome,en-US,-9,portrait,0.22,Delhi,ClusterA,0.238,0
session_868,Mobile,6,5,7,1,14,15,1366x768,Safari,hi-IN,-5,landscape,0.31,Unknown,ClusterB,0.15,0
session_869,Mobile,4,1,7,6,14,5,1920x1080,Safari,en-US,-9,portrait,1.57,Kolkata,ClusterC,0.348,0
session_870,Mobile,4,1,5,1,8,99,1440x900,Safari,fr-FR,-9,portrait,0.69,Unknown,ClusterA,0.373,0
session_871,PC,6,3,5,1,13,4,1366x768,Firefox,en-GB,14,landscape,1.2,Kolkata,ClusterB,0.689,0
session_872,Mobile,8,2,10,8,19,6,414x896,Firefox,en-GB,-1,landscape,1.33,Delhi,ClusterC,0.248,0
session_873,PC,6,1,6,2,2,11,414x896,Chrome,en-US,-8,landscape,1.8,Kolkata,ClusterB,0.055,0
session_874,PC,2,1,8,1,13,7,1440x900,Firefox,hi-IN,1,portrait,1.45,Kolkata,ClusterB,0.768,0
session_875,PC,9,3,10,2,3,31,1440x900,Edge,hi-IN,-9,landscape,0.81,Delhi,ClusterC,0.161,0
session_876,Mobile,5,2,7,8,14,93,1920x1080,Chrome,fr-FR,9,none,0.77,Unknown,ClusterB,0.207,0
session_877,Mobile,6,3,6,1,6,58,1920x1080,Safari,en-US,-12,none,1.92,Chennai,ClusterB,0.36,0
session_878,Mobile,6,3,7,5,15,109,1920x1080,Chrome,hi-IN,-1,none,0.35,Unknown,ClusterB,0.186,0
session_879,Mobile,5,4,8,8,19,13,1920x1080,Chrome,en-GB,9,none,0.91,Delhi,ClusterB,0.181,0
session_880,Mobile,4,3,4,6,19,0,1440x900,Chrome,en-US,11,none,0.86,Mumbai,ClusterA,0.228,0
session_881,PC,9,5,7,3,19,73,1366x768,Chrome,hi-IN,4,none,0.63,Unknown,ClusterB,0.058,0
session_882,Mobile,11,3,1,6,0,23,414x896,Firefox,hi-IN,-5,none,1.2,Bangalore,ClusterC,0.293,0
session_883,Mobile,4,2,5,4,16,102,360x640,Edge,hi-IN,-2,portrait,1.7,Mumbai,ClusterC,0.053,0
session_884,Mobile,9,3,7,3,14,142,1366x768,Chrome,en-US,-9,none,0.29,Mumbai,ClusterC,0.164,0
session_885,PC,6,1,12,7,14,103,1440x900,Edge,fr-FR,10,landscape,1.77,Unknown,ClusterB,0.238,0
session_886,PC,8,3,7,4,13,22,360x640,Chrome,en-US,8,portrait,0.55,Chennai,ClusterA,0.217,0
session_887,PC,6,2,7,7,18,106,360x640,Firefox,hi-IN,-5,landscape,1.35,Mumbai,ClusterC,0.105,0
session_888,Mobile,6,3,7,5,7,35,1920x1080,Safari,fr-FR,-2,portrait,0.77,Chennai,ClusterA,0.11,0
session_889,PC,4,2,4,9,11,74,1920x1080,Firefox,hi-IN,-4,portrait,0.97,Unknown,ClusterB,0.501,0
session_890,PC,7,4,10,5,19,129,360x640,Safari,fr-FR,-12,none,1.24,Unknown,ClusterC,0.46,0
session_891,PC,2,2,8,3,3,58,1440x900,Chrome,en-US,7,landscape,0.92,Kolkata,ClusterC,0.545,0
session_892,Mobile,2,4,5,7,11,137,1920x1080,Edge,en-GB,-10,none,1.24,Delhi,ClusterB,0.387,0
session_893,PC,4,3,4,5,2,80,1366x768,Firefox,en-US,-5,landscape,1.68,Delhi,ClusterC,0.185,0
session_894,PC,9,4,7,5,15,48,360x640,Edge,en-GB,-5,landscape,1.06,Unknown,ClusterC,0.209,0
session_895,PC,4,4,5,4,13,137,1366x768,Edge,hi-IN,11,landscape,1.04,Kolkata,ClusterA,0.409,0
session_896,PC,3,1,7,1,7,56,1366x768,Firefox,en-GB,-12,none,1.06,Unknown,ClusterA,0.032,0
session_897,PC,4,4,8,3,19,3,414x896,Chrome,en-US,-11,landscape,1.39,Kolkata,ClusterC,0.372,0
session_898,Mobile,8,7,9,7,1,9,1366x768,Firefox,en-GB,9,landscape,0.17,Mumbai,ClusterC,0.168,0
session_899,Mobile,7,4,4,2,1,45,1366x768,Firefox,en-US,4,none,0.2,Delhi,ClusterB,0.236,0
session_900,PC,6,0,5,6,17,26,1440x900,Firefox,hi-IN,12,portrait,0.5,Delhi,ClusterC,0.246,0
session_901,PC,12,2,7,5,15,33,414x896,Safari,fr-FR,3,portrait,1.51,Kolkata,ClusterC,0.635,0
session_902,Mobile,7,1,9,3,17,27,1920x1080,Edge,fr-FR,-7,portrait,1.1,Delhi,ClusterC,0.238,0
session_903,Mobile,6,1,11,2,3,157,414x896,Firefox,fr-FR,-5,portrait,1.81,Bangalore,ClusterC,0.53,0
session_904,Mobile,9,1,6,6,16,24,1366x768,Chrome,en-GB,-12,portrait,0.88,Bangalore,ClusterB,0.13,0
session_905,Mobile,5,4,10,1,6,24,1366x768,Edge,en-US,-1,portrait,0.51,Unknown,ClusterC,0.46,0
session_906,PC,6,3,6,3,3,69,1920x1080,Firefox,en-US,-11,none,0.8,Chennai,ClusterC,0.47,0
session_907,PC,6,4,6,7,14,15,1366x768,Chrome,hi-IN,-3,landscape,1.0,Bangalore,ClusterB,0.345,0
session_908,PC,6,4,11,1,19,201,1366x768,Safari,en-US,6,none,0.28,Kolkata,ClusterA,0.308,0
session_909,Mobile,5,3,7,6,15,30,360x640,Firefox,fr-FR,-2,landscape,0.27,Kolkata,ClusterC,0.087,0
session_910,PC,3,3,5,1,3,28,1366x768,Firefox,hi-IN,-8,none,1.09,Bangalore,ClusterA,0.189,0
session_911,PC,7,3,4,9,16,5,1920x1080,Firefox,en-GB,5,none,1.13,Mumbai,ClusterC,0.201,0
session_912,Mobile,4,1,6,4,19,12,360x640,Chrome,fr-FR,-10,portrait,0.63,Bangalore,ClusterB,0.018,0
session_913,Mobile,5,2,7,6,6,81,1920x1080,Edge,en-GB,3,landscape,1.27,Bangalore,ClusterC,0.029,0
session_914,PC,2,3,7,6,1,123,1920x1080,Edge,fr-FR,-1,portrait,1.24,Unknown,ClusterA,0.707,0
session_915,Mobile,8,1,3,1,5,95,1920x1080,Chrome,fr-FR,-12,landscape,0.98,Bangalore,ClusterC,0.312,0
session_916,PC,6,2,7,4,2,26,1440x900,Chrome,fr-FR,3,none,0.96,Unknown,ClusterA,0.402,0
session_917,Mobile,8,4,2,8,12,76,1366x768,Safari,en-US,3,landscape,1.23,Kolkata,ClusterC,0.254,0
session_918,PC,5,3,9,5,4,6,1366x768,Edge,fr-FR,0,landscape,1.3,Bangalore,ClusterC,0.421,0
session_919,Mobile,3,4,8,7,3,64,1920x1080,Safari,fr-FR,-11,none,1.39,Mumbai,ClusterC,0.377,0
session_920,PC,5,5,4,9,4,38,414x896,Edge,en-GB,-2,none,1.2,Kolkata,ClusterA,0.071,0
session_921,PC,5,1,6,9,0,108,360x640,Firefox,fr-FR,-12,none,0.46,Bangalore,ClusterA,0.086,0
session_922,PC,5,0,9,6,16,42,1920x1080,Safari,en-GB,7,none,1.46,Bangalore,ClusterC,0.207,0
session_923,Mobile,7,3,8,4,3,115,1366x768,Chrome,fr-FR,12,landscape,1.67,Bangalore,ClusterB,0.078,0
session_924,PC,5,3,8,5,3,2,1366x768,Firefox,hi-IN,7,landscape,1.18,Mumbai,ClusterC,0.24,0
session_925,PC,6,3,6,7,5,15,414x896,Safari,hi-IN,-1,portrait,1.03,Bangalore,ClusterC,0.237,0
session_926,Mobile,10,5,3,9,11,142,360x640,Firefox,fr-FR,8,none,0.75,Kolkata,ClusterB,0.063,0
session_927,PC,2,4,5,9,19,95,1440x900,Safari,en-GB,-12,landscape,0.69,Kolkata,ClusterC,0.351,0
session_928,Mobile,2,3,8,9,17,2,414x896,Safari,en-GB,9,portrait,0.95,Bangalore,ClusterB,0.101,0
session_929,PC,5,4,13,6,12,25,1920x1080,Edge,en-US,12,landscape,1.88,Kolkata,ClusterA,0.15,0
session_930,PC,9,1,5,7,0,58,1440x900,Safari,en-US,12,portrait,0.66,Delhi,ClusterC,0.251,0
session_931,Mobile,7,4,5,6,2,15,1920x1080,Edge,en-US,12,landscape,1.07,Mumbai,ClusterC,0.322,0
session_932,PC,4,3,8,7,13,6,1920x1080,Safari,hi-IN,6,none,1.18,Bangalore,ClusterB,0.406,0
session_933,PC,2,2,7,8,5,0,1440x900,Edge,fr-FR,11,portrait,1.06,Mumbai,ClusterC,0.247,0
session_934,Mobile,5,1,5,2,14,34,1920x1080,Edge,hi-IN,8,portrait,0.8,Mumbai,ClusterB,0.459,0
session_935,Mobile,7,2,7,6,7,40,1920x1080,Chrome,fr-FR,1,none,0.79,Unknown,ClusterB,0.198,0
session_936,PC,5,1,7,8,18,22,1440x900,Firefox,fr-FR,1,portrait,0.79,Mumbai,ClusterC,0.08,0
session_937,Mobile,4,1,6,7,5,17,1440x900,Chrome,hi-IN,5,none,0.59,Kolkata,ClusterC,0.328,0
session_938,Mobile,3,3,6,2,19,180,1440x900,Safari,en-US,-10,landscape,0.39,Kolkata,ClusterB,0.274,0
session_939,Mobile,1,2,11,1,12,70,360x640,Edge,hi-IN,9,portrait,0.82,Bangalore,ClusterC,0.024,0
session_940,Mobile,4,4,4,4,3,181,360x640,Safari,hi-IN,13,none,0.46,Kolkata,ClusterB,0.478,0
session_941,PC,0,3,6,6,4,104,1366x768,Edge,en-GB,-9,landscape,1.29,Unknown,ClusterB,0.314,0
session_942,PC,6,3,7,9,10,20,360x640,Chrome,en-US,-8,none,1.31,Kolkata,ClusterA,0.139,0
session_943,Mobile,5,0,9,6,11,58,1440x900,Edge,fr-FR,9,portrait,0.35,Delhi,ClusterC,0.241,0
session_944,PC,8,2,6,5,9,119,1366x768,Chrome,hi-IN,12,none,1.64,Delhi,ClusterB,0.228,0
session_945,Mobile,6,6,5,1,2,212,1440x900,Edge,fr-FR,14,portrait,1.07,Unknown,ClusterB,0.472,0
session_946,Mobile,5,1,7,5,17,22,1366x768,Safari,en-US,10,landscape,1.8,Chennai,ClusterC,0.136,0
session_947,PC,5,5,5,7,16,68,414x896,Safari,en-GB,11,none,1.32,Mumbai,ClusterA,0.268,0
session_948,PC,5,3,3,2,6,84,414x896,Edge,fr-FR,10,portrait,1.49,Chennai,ClusterC,0.323,0
session_949,Mobile,3,1,4,8,2,50,1366x768,Safari,en-US,3,none,1.09,Delhi,ClusterB,0.158,0
session_950,Mobile,5,1,8,1,3,103,414x896,Edge,en-US,-2,none,0.93,Bangalore,ClusterC,0.927,1
session_951,PC,5,2,6,1,16,122,360x640,Safari,hi-IN,-4,landscape,1.2,Mumbai,ClusterC,0.329,0
session_952,PC,3,0,10,3,7,13,1920x1080,Firefox,en-US,12,landscape,0.61,Unknown,ClusterC,0.745,0
session_953,Mobile,4,4,6,9,15,29,1366x768,Safari,en-GB,-7,landscape,1.17,Kolkata,ClusterB,0.208,0
session_954,PC,3,5,8,2,2,15,414x896,Edge,hi-IN,-1,none,1.18,Mumbai,ClusterB,0.416,0
session_955,PC,6,2,7,3,18,29,1440x900,Safari,en-GB,0,none,1.28,Kolkata,ClusterC,0.159,0
session_956,Mobile,4,3,6,2,17,31,1920x1080,Firefox,en-GB,6,portrait,1.38,Delhi,ClusterA,0.911,1
session_957,PC,2,5,4,4,6,26,1440x900,Chrome,fr-FR,7,portrait,1.27,Kolkata,ClusterC,0.473,0
session_958,Mobile,4,2,10,8,16,169,1440x900,Edge,fr-FR,-12,landscape,0.94,Kolkata,ClusterB,0.112,0
session_959,PC,3,3,7,8,15,127,360x640,Chrome,en-US,2,landscape,0.35,Bangalore,ClusterC,0.389,0
session_960,PC,4,2,9,2,12,200,360x640,Edge,hi-IN,-7,portrait,1.48,Unknown,ClusterC,0.926,1
session_961,PC,3,3,6,8,16,46,1366x768,Safari,hi-IN,8,portrait,1.08,Unknown,ClusterA,0.131,0
session_962,Mobile,6,3,7,7,2,25,1440x900,Firefox,en-US,-12,portrait,0.93,Unknown,ClusterA,0.392,0
session_963,Mobile,4,6,5,7,16,18,414x896,Chrome,fr-FR,-4,portrait,1.05,Unknown,ClusterA,0.642,0
session_964,Mobile,6,2,6,2,1,2,414x896,Chrome,en-GB,8,none,0.92,Unknown,ClusterA,0.426,0
session_965,Mobile,5,1,3,9,14,70,1920x1080,Firefox,en-GB,1,landscape,0.43,Chennai,ClusterB,0.118,0
session_966,Mobile,6,2,3,3,12,57,1920x1080,Safari,fr-FR,-12,landscape,2.3,Chennai,ClusterC,0.282,0
session_967,Mobile,5,3,11,8,1,115,360x640,Chrome,en-US,0,portrait,1.11,Delhi,ClusterB,0.383,0
session_968,PC,4,2,6,1,15,36,1440x900,Safari,hi-IN,4,landscape,0.6,Bangalore,ClusterC,0.6,0
session_969,PC,7,6,3,7,19,46,1440x900,Edge,en-US,4,portrait,0.81,Kolkata,ClusterB,0.85,1
session_970,Mobile,6,2,7,9,11,34,1440x900,Safari,en-GB,3,portrait,0.66,Mumbai,ClusterA,0.4,0
session_971,PC,1,3,4,5,9,70,1366x768,Firefox,en-GB,-7,landscape,0.81,Bangalore,ClusterA,0.347,0
session_972,Mobile,6,1,4,1,5,10,1920x1080,Firefox,fr-FR,10,landscape,0.69,Bangalore,ClusterC,0.499,0
session_973,PC,2,3,4,9,17,20,1440x900,Chrome,fr-FR,12,none,0.79,Unknown,ClusterA,0.545,0
session_974,Mobile,3,0,9,9,17,22,1920x1080,Chrome,hi-IN,5,landscape,0.69,Unknown,ClusterA,0.479,0
session_975,PC,2,4,9,8,11,98,1440x900,Firefox,en-US,-6,none,1.18,Unknown,ClusterC,0.543,0
session_976,PC,10,4,6,1,13,40,1440x900,Chrome,fr-FR,11,none,2.08,Delhi,ClusterB,0.14,0
session_977,Mobile,5,4,6,7,14,97,1440x900,Safari,hi-IN,-2,none,1.51,Delhi,ClusterC,0.273,0
session_978,Mobile,3,0,10,9,14,235,1920x1080,Firefox,fr-FR,4,landscape,0.46,Bangalore,ClusterA,0.361,0
session_979,PC,4,3,9,2,5,22,414x896,Edge,fr-FR,4,landscape,0.42,Mumbai,ClusterC,0.429,0
session_980,PC,10,4,5,3,13,82,1440x900,Firefox,en-GB,12,none,1.42,Unknown,ClusterA,0.49,0
session_981,Mobile,3,3,12,4,16,4,1366x768,Edge,en-US,0,landscape,0.67,Chennai,ClusterC,0.044,0
session_982,PC,3,3,7,3,11,23,360x640,Chrome,fr-FR,7,none,1.44,Chennai,ClusterA,0.1,0
session_983,Mobile,6,5,5,4,2,101,1366x768,Edge,fr-FR,0,portrait,1.09,Bangalore,ClusterC,0.926,1
session_984,Mobile,3,5,15,2,15,57,1366x768,Firefox,en-GB,4,portrait,0.73,Chennai,ClusterA,0.45,0
session_985,PC,6,1,7,9,16,30,1440x900,Safari,hi-IN,4,portrait,1.54,Delhi,ClusterA,0.446,0
session_986,Mobile,5,1,12,6,15,39,1440x900,Firefox,en-GB,5,landscape,0.19,Kolkata,ClusterB,0.519,0
session_987,PC,4,4,3,6,0,53,360x640,Firefox,en-GB,-9,portrait,1.11,Unknown,ClusterA,0.343,0
session_988,Mobile,3,3,6,2,19,11,360x640,Firefox,en-US,-6,none,0.53,Unknown,ClusterB,0.166,0
session_989,Mobile,6,5,14,5,10,209,1440x900,Chrome,en-GB,10,landscape,1.21,Unknown,ClusterA,0.306,0
session_990,Mobile,8,3,6,2,14,3,414x896,Edge,hi-IN,5,landscape,0.51,Mumbai,ClusterB,0.279,0
session_991,Mobile,4,4,8,5,12,130,1366x768,Safari,en-GB,3,portrait,1.51,Mumbai,ClusterB,0.23,0
session_992,Mobile,7,3,2,5,13,75,1920x1080,Firefox,hi-IN,-4,landscape,0.53,Chennai,ClusterA,0.324,0
session_993,Mobile,4,4,9,2,5,20,1366x768,Safari,en-GB,-1,none,1.03,Kolkata,ClusterB,0.29,0
session_994,Mobile,5,2,6,2,0,212,414x896,Edge,fr-FR,-5,none,0.7,Mumbai,ClusterA,0.184,0
session_995,PC,6,6,10,8,9,33,1366x768,Edge,en-GB,6,landscape,0.81,Unknown,ClusterA,0.328,0
session_996,Mobile,2,0,9,9,14,114,1440x900,Firefox,en-GB,3,landscape,0.17,Kolkata,ClusterA,0.292,0
session_997,PC,8,4,5,8,16,180,360x640,Chrome,hi-IN,2,none,1.23,Chennai,ClusterC,0.078,0
session_998,PC,5,5,8,1,12,32,414x896,Firefox,hi-IN,-6,portrait,0.78,Kolkata,ClusterB,0.133,0
session_999,PC,5,4,7,5,13,5,414x896,Safari,en-GB,-10,none,0.12,Kolkata,ClusterA,0.194,0
session_1000,PC,2,3,10,7,2,156,1440x900,Edge,en-GB,10,none,1.04,Unknown,ClusterB,0.919,1
session_1001,PC,5,3,6,5,17,30,1920x1080,Firefox,en-US,-3,portrait,0.61,Kolkata,ClusterB,0.251,0
session_1002,PC,3,2,6,8,18,27,1440x900,Firefox,hi-IN,0,none,1.35,Mumbai,ClusterC,0.389,0
session_1003,Mobile,9,5,4,5,4,235,1440x900,Edge,en-US,-5,landscape,1.22,Bangalore,ClusterB,0.18,0
session_1004,Mobile,4,5,3,3,9,206,414x896,Safari,en-GB,5,none,0.82,Chennai,ClusterB,0.097,0
session_1005,Mobile,3,1,6,5,9,21,414x896,Firefox,en-GB,-5,portrait,1.59,Mumbai,ClusterB,0.509,0
session_1006,PC,1,3,5,8,5,34,414x896,Chrome,hi-IN,-7,portrait,1.68,Unknown,ClusterB,0.042,0
session_1007,Mobile,4,5,6,2,6,99,360x640,Edge,en-GB,11,portrait,0.61,Delhi,ClusterA,0.225,0
session_1008,Mobile,13,7,7,9,11,8,1920x1080,Safari,fr-FR,14,landscape,1.19,Mumbai,ClusterC,0.318,0
session_1009,Mobile,2,3,4,4,17,38,1366x768,Safari,en-GB,2,landscape,1.26,Delhi,ClusterC,0.274,0
session_1010,PC,5,2,12,9,13,4,360x640,Edge,fr-FR,7,landscape,0.5,Mumbai,ClusterC,0.121,0
session_1011,PC,6,4,6,4,5,41,1366x768,Firefox,en-US,-5,none,0.82,Delhi,ClusterB,0.401,0
session_1012,PC,5,2,3,8,18,4,1920x1080,Firefox,hi-IN,12,landscape,1.57,Chennai,ClusterC,0.347,0
session_1013,Mobile,5,3,10,1,17,43,1440x900,Edge,en-US,8,portrait,1.2,Unknown,ClusterB,0.235,0
session_1014,PC,4,3,7,2,9,37,1920x1080,Firefox,fr-FR,-9,portrait,1.26,Bangalore,ClusterA,0.304,0
session_1015,Mobile,5,4,5,8,1,18,1366x768,Edge,hi-IN,12,portrait,0.76,Delhi,ClusterB,0.376,0
session_1016,Mobile,6,3,7,5,6,55,1920x1080,Safari,en-US,12,landscape,0.02,Unknown,ClusterA,0.593,0
session_1017,Mobile,4,3,5,9,13,23,1920x1080,Firefox,fr-FR,-10,none,0.74,Delhi,ClusterB,0.107,0
session_1018,PC,3,5,9,7,7,9,414x896,Chrome,fr-FR,0,none,1.24,Mumbai,ClusterB,0.075,0
session_1019,PC,2,1,4,9,13,32,1920x1080,Chrome,en-GB,-1,landscape,0.95,Kolkata,ClusterA,0.299,0
session_1020,Mobile,5,1,8,2,5,260,1366x768,Safari,en-GB,11,none,1.42,Bangalore,ClusterC,0.329,0
session_1021,PC,12,2,8,3,13,65,1366x768,Edge,hi-IN,10,none,0.43,Unknown,ClusterC,0.443,0
session_1022,PC,6,2,7,6,19,45,1366x768,Firefox,hi-IN,10,none,0.83,Bangalore,ClusterA,0.385,0
session_1023,PC,4,3,4,2,11,25,1920x1080,Chrome,hi-IN,1,portrait,1.14,Unknown,ClusterC,0.526,0
session_1024,Mobile,3,3,4,6,12,7,360x640,Safari,en-GB,4,portrait,1.36,Mumbai,ClusterA,0.32,0
session_1025,Mobile,9,3,6,4,2,35,1440x900,Edge,en-US,-9,none,0.69,Bangalore,ClusterA,0.265,0
session_1026,Mobile,5,1,4,6,12,0,1920x1080,Chrome,en-US,4,landscape,1.07,Bangalore,ClusterB,0.76,0
session_1027,Mobile,4,2,5,6,12,30,414x896,Chrome,en-GB,0,none,0.8,Chennai,ClusterB,0.452,0
session_1028,Mobile,5,4,7,7,4,31,414x896,Firefox,hi-IN,-11,portrait,2.09,Unknown,ClusterB,0.393,0
session_1029,Mobile,6,1,12,5,15,200,360x640,Chrome,hi-IN,13,portrait,1.08,Bangalore,ClusterB,0.116,0
session_1030,Mobile,7,2,7,2,2,15,414x896,Chrome,en-US,0,landscape,0.71,Delhi,ClusterB,0.089,0
session_1031,Mobile,9,4,9,1,15,85,1920x1080,Edge,fr-FR,-12,none,0.49,Kolkata,ClusterA,0.162,0
session_1032,PC,5,3,7,9,14,74,1440x900,Firefox,fr-FR,-5,landscape,0.51,Mumbai,ClusterC,0.365,0
session_1033,PC,2,3,10,6,13,82,1440x900,Edge,en-US,1,none,0.95,Bangalore,ClusterA,0.271,0
session_1034,Mobile,8,2,5,9,9,64,1920x1080,Firefox,fr-FR,-1,portrait,1.54,Bangalore,ClusterC,0.12,0
session_1035,Mobile,2,2,4,3,1,103,1920x1080,Firefox,en-US,-4,none,1.04,Kolkata,ClusterB,0.565,0
session_1036,PC,4,2,6,8,9,25,1920x1080,Chrome,en-US,-9,none,0.63,Unknown,ClusterA,0.361,0
session_1037,PC,8,2,8,9,15,18,1366x768,Chrome,en-GB,11,landscape,1.4,Bangalore,ClusterC,0.174,0
session_1038,Mobile,8,3,8,3,6,78,1920x1080,Firefox,en-US,3,portrait,1.79,Bangalore,ClusterB,0.327,0
session_1039,Mobile,8,6,7,1,5,99,1440x900,Firefox,en-US,-11,landscape,0.47,Mumbai,ClusterB,0.326,0
session_1040,Mobile,5,2,12,4,2,36,1920x1080,Edge,en-US,11,portrait,1.22,Delhi,ClusterB,0.578,0
session_1041,PC,5,1,7,4,15,43,1366x768,Edge,hi-IN,-9,landscape,1.67,Kolkata,ClusterB,0.1,0
session_1042,PC,2,0,3,8,8,48,1440x900,Safari,hi-IN,9,landscape,1.81,Chennai,ClusterC,0.209,0
session_1043,Mobile,1,2,7,1,8,19,414x896,Safari,en-US,-1,portrait,1.59,Kolkata,ClusterC,0.172,0
session_1044,PC,8,5,4,2,7,16,360x640,Firefox,fr-FR,-7,portrait,0.71,Unknown,ClusterB,0.418,0
session_1045,PC,5,3,9,4,16,50,360x640,Edge,hi-IN,-6,portrait,1.39,Delhi,ClusterC,0.103,0
session_1046,PC,3,1,9,1,5,98,1440x900,Edge,en-GB,-6,landscape,1.5,Kolkata,ClusterA,0.222,0
session_1047,PC,5,4,9,9,10,31,360x640,Chrome,en-US,11,landscape,1.05,Mumbai,ClusterB,0.106,0
session_1048,Mobile,4,4,11,4,10,4,1366x768,Firefox,fr-FR,14,none,1.13,Mumbai,ClusterC,0.569,0
session_1049,Mobile,3,1,6,2,2,185,1366x768,Firefox,en-US,-1,none,-0.26,Delhi,ClusterB,0.416,0
session_1050,Mobile,5,5,6,5,0,0,1440x900,Safari,en-US,9,none,1.27,Chennai,ClusterB,0.477,0
session_1051,Mobile,3,0,4,5,0,185,1440x900,Firefox,en-GB,13,none,0.8,Bangalore,ClusterC,0.036,0
session_1052,Mobile,6,0,3,4,2,8,1920x1080,Chrome,en-GB,-10,portrait,0.51,Bangalore,ClusterA,0.426,0
session_1053,Mobile,7,2,7,7,3,94,1920x1080,Firefox,hi-IN,-7,none,0.05,Mumbai,ClusterB,0.142,0
session_1054,PC,9,0,6,2,2,11,1440x900,Safari,en-US,-9,portrait,1.03,Chennai,ClusterA,0.38,0
session_1055,PC,4,3,2,6,6,247,1920x1080,Edge,en-GB,-11,landscape,0.38,Delhi,ClusterA,0.589,0
session_1056,Mobile,4,4,9,1,1,88,414x896,Safari,fr-FR,9,none,0.67,Chennai,ClusterA,0.552,0
session_1057,PC,6,3,13,6,7,48,1440x900,Safari,en-US,-7,portrait,1.22,Delhi,ClusterA,0.539,0
